"No.","Time","Source","Destination","Protocol","Length","Info"
"2514","9.486357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=402501 Ack=1 Win=131072 Len=536 TSval=11488 TSecr=11449"
"2515","9.486416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=403037 Ack=1 Win=131072 Len=536 TSval=11488 TSecr=11449"
"2516","9.486475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=403573 Ack=1 Win=131072 Len=536 TSval=11488 TSecr=11449"
"2517","9.486534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=404109 Ack=1 Win=131072 Len=536 TSval=11488 TSecr=11449"
"2518","9.486593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=404645 Ack=1 Win=131072 Len=356 TSval=11488 TSecr=11449"
"2521","9.526357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=405001 Ack=1 Win=131072 Len=536 TSval=11528 TSecr=11489"
"2522","9.526416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=405537 Ack=1 Win=131072 Len=536 TSval=11528 TSecr=11489"
"2523","9.526475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=406073 Ack=1 Win=131072 Len=536 TSval=11528 TSecr=11489"
"2524","9.526534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=406609 Ack=1 Win=131072 Len=536 TSval=11528 TSecr=11489"
"2525","9.526593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=407145 Ack=1 Win=131072 Len=356 TSval=11528 TSecr=11489"
"2529","9.566357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=407501 Ack=1 Win=131072 Len=536 TSval=11568 TSecr=11529"
"2530","9.566416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=408037 Ack=1 Win=131072 Len=536 TSval=11568 TSecr=11529"
"2531","9.566475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=408573 Ack=1 Win=131072 Len=536 TSval=11568 TSecr=11529"
"2532","9.566534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=409109 Ack=1 Win=131072 Len=536 TSval=11568 TSecr=11529"
"2533","9.566593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=409645 Ack=1 Win=131072 Len=356 TSval=11568 TSecr=11529"
"2536","9.606357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=410001 Ack=1 Win=131072 Len=536 TSval=11608 TSecr=11569"
"2537","9.606416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=410537 Ack=1 Win=131072 Len=536 TSval=11608 TSecr=11569"
"2538","9.606475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=411073 Ack=1 Win=131072 Len=536 TSval=11608 TSecr=11569"
"2539","9.606534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=411609 Ack=1 Win=131072 Len=536 TSval=11608 TSecr=11569"
"2540","9.606593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=412145 Ack=1 Win=131072 Len=356 TSval=11608 TSecr=11569"
"2544","9.646357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=412501 Ack=1 Win=131072 Len=536 TSval=11648 TSecr=11609"
"2545","9.646416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=413037 Ack=1 Win=131072 Len=536 TSval=11648 TSecr=11609"
"2546","9.646475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=413573 Ack=1 Win=131072 Len=536 TSval=11648 TSecr=11609"
"2547","9.646534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=414109 Ack=1 Win=131072 Len=536 TSval=11648 TSecr=11609"
"2548","9.646593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=414645 Ack=1 Win=131072 Len=356 TSval=11648 TSecr=11609"
"2551","9.686357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=415001 Ack=1 Win=131072 Len=536 TSval=11688 TSecr=11649"
"2552","9.686416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=415537 Ack=1 Win=131072 Len=536 TSval=11688 TSecr=11649"
"2553","9.686475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=416073 Ack=1 Win=131072 Len=536 TSval=11688 TSecr=11649"
"2554","9.686534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=416609 Ack=1 Win=131072 Len=536 TSval=11688 TSecr=11649"
"2555","9.686593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=417145 Ack=1 Win=131072 Len=356 TSval=11688 TSecr=11649"
"2559","9.726357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=417501 Ack=1 Win=131072 Len=536 TSval=11728 TSecr=11689"
"2560","9.726416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=418037 Ack=1 Win=131072 Len=536 TSval=11728 TSecr=11689"
"2561","9.726475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=418573 Ack=1 Win=131072 Len=536 TSval=11728 TSecr=11689"
"2562","9.726534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=419109 Ack=1 Win=131072 Len=536 TSval=11728 TSecr=11689"
"2563","9.726593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=419645 Ack=1 Win=131072 Len=356 TSval=11728 TSecr=11689"
"2566","9.766357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=420001 Ack=1 Win=131072 Len=536 TSval=11768 TSecr=11729"
"2567","9.766416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=420537 Ack=1 Win=131072 Len=536 TSval=11768 TSecr=11729"
"2568","9.766475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=421073 Ack=1 Win=131072 Len=536 TSval=11768 TSecr=11729"
"2569","9.766534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=421609 Ack=1 Win=131072 Len=536 TSval=11768 TSecr=11729"
"2570","9.766593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=422145 Ack=1 Win=131072 Len=356 TSval=11768 TSecr=11729"
"2574","9.806357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=422501 Ack=1 Win=131072 Len=536 TSval=11808 TSecr=11769"
"2575","9.806416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=423037 Ack=1 Win=131072 Len=536 TSval=11808 TSecr=11769"
"2576","9.806475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=423573 Ack=1 Win=131072 Len=536 TSval=11808 TSecr=11769"
"2577","9.806534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=424109 Ack=1 Win=131072 Len=536 TSval=11808 TSecr=11769"
"2578","9.806593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=424645 Ack=1 Win=131072 Len=356 TSval=11808 TSecr=11769"
"2581","9.846357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=425001 Ack=1 Win=131072 Len=536 TSval=11848 TSecr=11809"
"2582","9.846416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=425537 Ack=1 Win=131072 Len=536 TSval=11848 TSecr=11809"
"2583","9.846475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=426073 Ack=1 Win=131072 Len=536 TSval=11848 TSecr=11809"
"2584","9.846534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=426609 Ack=1 Win=131072 Len=536 TSval=11848 TSecr=11809"
"2585","9.846593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=427145 Ack=1 Win=131072 Len=356 TSval=11848 TSecr=11809"
"2589","9.886357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=427501 Ack=1 Win=131072 Len=536 TSval=11888 TSecr=11849"
"2590","9.886416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=428037 Ack=1 Win=131072 Len=536 TSval=11888 TSecr=11849"
"2591","9.886475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=428573 Ack=1 Win=131072 Len=536 TSval=11888 TSecr=11849"
"2592","9.886534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=429109 Ack=1 Win=131072 Len=536 TSval=11888 TSecr=11849"
"2593","9.886593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=429645 Ack=1 Win=131072 Len=356 TSval=11888 TSecr=11849"
"2596","9.926357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=430001 Ack=1 Win=131072 Len=536 TSval=11928 TSecr=11889"
"2597","9.926416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=430537 Ack=1 Win=131072 Len=536 TSval=11928 TSecr=11889"
"2598","9.926475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=431073 Ack=1 Win=131072 Len=536 TSval=11928 TSecr=11889"
"2599","9.926534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=431609 Ack=1 Win=131072 Len=536 TSval=11928 TSecr=11889"
"2600","9.926593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=432145 Ack=1 Win=131072 Len=356 TSval=11928 TSecr=11889"
"2604","9.966357","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=432501 Ack=1 Win=131072 Len=536 TSval=11968 TSecr=11929"
"2605","9.966416","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=433037 Ack=1 Win=131072 Len=536 TSval=11968 TSecr=11929"
"2606","9.966475","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=433573 Ack=1 Win=131072 Len=536 TSval=11968 TSecr=11929"
"2607","9.966534","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=434109 Ack=1 Win=131072 Len=536 TSval=11968 TSecr=11929"
"2608","9.966593","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=434645 Ack=1 Win=131072 Len=356 TSval=11968 TSecr=11929"
"2611","10.006359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=435001 Ack=1 Win=131072 Len=536 TSval=12008 TSecr=11969"
"2612","10.006418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=435537 Ack=1 Win=131072 Len=536 TSval=12008 TSecr=11969"
"2613","10.006477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=436073 Ack=1 Win=131072 Len=536 TSval=12008 TSecr=11969"
"2614","10.006536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=436609 Ack=1 Win=131072 Len=536 TSval=12008 TSecr=11969"
"2615","10.006595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=437145 Ack=1 Win=131072 Len=356 TSval=12008 TSecr=11969"
"2619","10.046359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=437501 Ack=1 Win=131072 Len=536 TSval=12048 TSecr=12009"
"2620","10.046418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=438037 Ack=1 Win=131072 Len=536 TSval=12048 TSecr=12009"
"2621","10.046477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=438573 Ack=1 Win=131072 Len=536 TSval=12048 TSecr=12009"
"2622","10.046536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=439109 Ack=1 Win=131072 Len=536 TSval=12048 TSecr=12009"
"2623","10.046595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=439645 Ack=1 Win=131072 Len=356 TSval=12048 TSecr=12009"
"2626","10.086359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=440001 Ack=1 Win=131072 Len=536 TSval=12088 TSecr=12049"
"2627","10.086418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=440537 Ack=1 Win=131072 Len=536 TSval=12088 TSecr=12049"
"2628","10.086477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=441073 Ack=1 Win=131072 Len=536 TSval=12088 TSecr=12049"
"2629","10.086536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=441609 Ack=1 Win=131072 Len=536 TSval=12088 TSecr=12049"
"2630","10.086595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=442145 Ack=1 Win=131072 Len=356 TSval=12088 TSecr=12049"
"2634","10.126359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=442501 Ack=1 Win=131072 Len=536 TSval=12128 TSecr=12089"
"2635","10.126418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=443037 Ack=1 Win=131072 Len=536 TSval=12128 TSecr=12089"
"2636","10.126477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=443573 Ack=1 Win=131072 Len=536 TSval=12128 TSecr=12089"
"2637","10.126536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=444109 Ack=1 Win=131072 Len=536 TSval=12128 TSecr=12089"
"2638","10.126595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=444645 Ack=1 Win=131072 Len=356 TSval=12128 TSecr=12089"
"2641","10.166359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=445001 Ack=1 Win=131072 Len=536 TSval=12168 TSecr=12129"
"2642","10.166418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=445537 Ack=1 Win=131072 Len=536 TSval=12168 TSecr=12129"
"2643","10.166477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=446073 Ack=1 Win=131072 Len=536 TSval=12168 TSecr=12129"
"2644","10.166536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=446609 Ack=1 Win=131072 Len=536 TSval=12168 TSecr=12129"
"2645","10.166595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=447145 Ack=1 Win=131072 Len=356 TSval=12168 TSecr=12129"
"2649","10.206359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=447501 Ack=1 Win=131072 Len=536 TSval=12208 TSecr=12169"
"2650","10.206418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=448037 Ack=1 Win=131072 Len=536 TSval=12208 TSecr=12169"
"2651","10.206477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=448573 Ack=1 Win=131072 Len=536 TSval=12208 TSecr=12169"
"2652","10.206536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=449109 Ack=1 Win=131072 Len=536 TSval=12208 TSecr=12169"
"2653","10.206595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=449645 Ack=1 Win=131072 Len=356 TSval=12208 TSecr=12169"
"2656","10.246359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=450001 Ack=1 Win=131072 Len=536 TSval=12248 TSecr=12209"
"2657","10.246418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=450537 Ack=1 Win=131072 Len=536 TSval=12248 TSecr=12209"
"2658","10.246477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=451073 Ack=1 Win=131072 Len=536 TSval=12248 TSecr=12209"
"2659","10.246536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=451609 Ack=1 Win=131072 Len=536 TSval=12248 TSecr=12209"
"2660","10.246595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=452145 Ack=1 Win=131072 Len=356 TSval=12248 TSecr=12209"
"2664","10.286359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=452501 Ack=1 Win=131072 Len=536 TSval=12288 TSecr=12249"
"2665","10.286418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=453037 Ack=1 Win=131072 Len=536 TSval=12288 TSecr=12249"
"2666","10.286477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=453573 Ack=1 Win=131072 Len=536 TSval=12288 TSecr=12249"
"2667","10.286536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=454109 Ack=1 Win=131072 Len=536 TSval=12288 TSecr=12249"
"2668","10.286595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=454645 Ack=1 Win=131072 Len=356 TSval=12288 TSecr=12249"
"2671","10.326359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=455001 Ack=1 Win=131072 Len=536 TSval=12328 TSecr=12289"
"2672","10.326418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=455537 Ack=1 Win=131072 Len=536 TSval=12328 TSecr=12289"
"2673","10.326477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=456073 Ack=1 Win=131072 Len=536 TSval=12328 TSecr=12289"
"2674","10.326536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=456609 Ack=1 Win=131072 Len=536 TSval=12328 TSecr=12289"
"2675","10.326595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=457145 Ack=1 Win=131072 Len=356 TSval=12328 TSecr=12289"
"2679","10.366359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=457501 Ack=1 Win=131072 Len=536 TSval=12368 TSecr=12329"
"2680","10.366418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=458037 Ack=1 Win=131072 Len=536 TSval=12368 TSecr=12329"
"2681","10.366477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=458573 Ack=1 Win=131072 Len=536 TSval=12368 TSecr=12329"
"2682","10.366536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=459109 Ack=1 Win=131072 Len=536 TSval=12368 TSecr=12329"
"2683","10.366595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=459645 Ack=1 Win=131072 Len=356 TSval=12368 TSecr=12329"
"2686","10.406359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=460001 Ack=1 Win=131072 Len=536 TSval=12408 TSecr=12369"
"2687","10.406418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=460537 Ack=1 Win=131072 Len=536 TSval=12408 TSecr=12369"
"2688","10.406477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=461073 Ack=1 Win=131072 Len=536 TSval=12408 TSecr=12369"
"2689","10.406536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=461609 Ack=1 Win=131072 Len=536 TSval=12408 TSecr=12369"
"2690","10.406595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=462145 Ack=1 Win=131072 Len=356 TSval=12408 TSecr=12369"
"2694","10.446359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=462501 Ack=1 Win=131072 Len=536 TSval=12448 TSecr=12409"
"2695","10.446418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=463037 Ack=1 Win=131072 Len=536 TSval=12448 TSecr=12409"
"2696","10.446477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=463573 Ack=1 Win=131072 Len=536 TSval=12448 TSecr=12409"
"2697","10.446536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=464109 Ack=1 Win=131072 Len=536 TSval=12448 TSecr=12409"
"2698","10.446595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=464645 Ack=1 Win=131072 Len=356 TSval=12448 TSecr=12409"
"2701","10.486359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=465001 Ack=1 Win=131072 Len=536 TSval=12488 TSecr=12449"
"2702","10.486418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=465537 Ack=1 Win=131072 Len=536 TSval=12488 TSecr=12449"
"2703","10.486477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=466073 Ack=1 Win=131072 Len=536 TSval=12488 TSecr=12449"
"2704","10.486536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=466609 Ack=1 Win=131072 Len=536 TSval=12488 TSecr=12449"
"2705","10.486595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=467145 Ack=1 Win=131072 Len=356 TSval=12488 TSecr=12449"
"2709","10.526359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=467501 Ack=1 Win=131072 Len=536 TSval=12528 TSecr=12489"
"2710","10.526418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=468037 Ack=1 Win=131072 Len=536 TSval=12528 TSecr=12489"
"2711","10.526477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=468573 Ack=1 Win=131072 Len=536 TSval=12528 TSecr=12489"
"2712","10.526536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=469109 Ack=1 Win=131072 Len=536 TSval=12528 TSecr=12489"
"2713","10.526595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=469645 Ack=1 Win=131072 Len=356 TSval=12528 TSecr=12489"
"2716","10.566359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=470001 Ack=1 Win=131072 Len=536 TSval=12568 TSecr=12529"
"2717","10.566418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=470537 Ack=1 Win=131072 Len=536 TSval=12568 TSecr=12529"
"2718","10.566477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=471073 Ack=1 Win=131072 Len=536 TSval=12568 TSecr=12529"
"2719","10.566536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=471609 Ack=1 Win=131072 Len=536 TSval=12568 TSecr=12529"
"2720","10.566595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=472145 Ack=1 Win=131072 Len=356 TSval=12568 TSecr=12529"
"2724","10.606359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=472501 Ack=1 Win=131072 Len=536 TSval=12608 TSecr=12569"
"2725","10.606418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=473037 Ack=1 Win=131072 Len=536 TSval=12608 TSecr=12569"
"2726","10.606477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=473573 Ack=1 Win=131072 Len=536 TSval=12608 TSecr=12569"
"2727","10.606536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=474109 Ack=1 Win=131072 Len=536 TSval=12608 TSecr=12569"
"2728","10.606595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=474645 Ack=1 Win=131072 Len=356 TSval=12608 TSecr=12569"
"2731","10.646359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=475001 Ack=1 Win=131072 Len=536 TSval=12648 TSecr=12609"
"2732","10.646418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=475537 Ack=1 Win=131072 Len=536 TSval=12648 TSecr=12609"
"2733","10.646477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=476073 Ack=1 Win=131072 Len=536 TSval=12648 TSecr=12609"
"2734","10.646536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=476609 Ack=1 Win=131072 Len=536 TSval=12648 TSecr=12609"
"2735","10.646595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=477145 Ack=1 Win=131072 Len=356 TSval=12648 TSecr=12609"
"2739","10.686359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=477501 Ack=1 Win=131072 Len=536 TSval=12688 TSecr=12649"
"2740","10.686418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=478037 Ack=1 Win=131072 Len=536 TSval=12688 TSecr=12649"
"2741","10.686477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=478573 Ack=1 Win=131072 Len=536 TSval=12688 TSecr=12649"
"2742","10.686536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=479109 Ack=1 Win=131072 Len=536 TSval=12688 TSecr=12649"
"2743","10.686595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=479645 Ack=1 Win=131072 Len=356 TSval=12688 TSecr=12649"
"2746","10.726359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=480001 Ack=1 Win=131072 Len=536 TSval=12728 TSecr=12689"
"2747","10.726418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=480537 Ack=1 Win=131072 Len=536 TSval=12728 TSecr=12689"
"2748","10.726477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=481073 Ack=1 Win=131072 Len=536 TSval=12728 TSecr=12689"
"2749","10.726536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=481609 Ack=1 Win=131072 Len=536 TSval=12728 TSecr=12689"
"2750","10.726595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=482145 Ack=1 Win=131072 Len=356 TSval=12728 TSecr=12689"
"2754","10.766359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=482501 Ack=1 Win=131072 Len=536 TSval=12768 TSecr=12729"
"2755","10.766418","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=483037 Ack=1 Win=131072 Len=536 TSval=12768 TSecr=12729"
"2756","10.766477","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=483573 Ack=1 Win=131072 Len=536 TSval=12768 TSecr=12729"
"2757","10.766536","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=484109 Ack=1 Win=131072 Len=536 TSval=12768 TSecr=12729"
"2758","10.766595","10.0.3.1","192.138.1.1","TCP","410","49153  >  7777 [ACK] Seq=484645 Ack=1 Win=131072 Len=356 TSval=12768 TSecr=12729"
"2761","10.806359","10.0.3.1","192.138.1.1","TCP","590","49153  >  7777 [ACK] Seq=485001 Ack=1 Win=131072 Len=536 TSval=12808 TSecr=12769"
